Card Name,Rarity,Number,Price,Market Price,Listing Count,Mention Count
Thought Ruler Archfiend (UTR),Ultimate Rare,#TDGS-EN044,$10.99,$26.47,53,0
Rescue Cat (Alternate Art),Premium Gold Rare,#MGED-EN006,$0.45,$1.91,138,0
Myutant M-05,Ultra Rare,#PHRA-EN084,$3.45,$3.86,42,0
Red-Eyes Toon Dragon,Super Rare,#SHVI-EN036,$2.00,$3.40,91,0
Synchro Zone,Secret Rare,#BLMR-EN048,$0.13,$0.19,160,1
"Brionac, Dragon of the Ice Barrier",Secret Rare,#HA01-EN022,$5.00,$12.19,59,0
Blackwing - Silverwind the Ascendant (UTR),Ultimate Rare,#SOVR-EN041,$20.00,$42.63,34,0
Right Leg of the Forbidden One,Ultra Rare,#YGLD-ENA18,$3.00,$4.67,72,0
One for One (CR),Collector's Rare,#AMDE-EN040,$42.49,$48.64,25,0
Cyber Laser Dragon (UTR),Ultimate Rare,#SOI-EN007,$90.99,$339.94,43,0
Danger!? Jackalope?,Prismatic Secret Rare,#MP19-EN139,$4.00,$5.96,80,0
Swap Frog,Ultra Rare,#DUOV-EN063,$0.79,$1.29,142,4
Elemental Hero Wildedge (UTR),Ultimate Rare,#EEN-EN035,$99.99,$338.99,22,0
Icejade Aegirine,Ultra Rare,#BACH-EN007,$1.48,$2.35,82,0
Blackwing Armor Master,Secret Rare,#LC5D-EN132,$24.75,$25.98,36,0
Borrelsword Dragon,Ultra Rare,#MAMA-EN072,$0.59,$1.02,175,10
Zombie Master (UTR),Ultimate Rare,#TAEV-EN039,$39.98,$67.51,16,0
Cynet Mining,Ultra Rare,#DUOV-EN095,$3.50,$4.75,69,4
Crimson Blader,Secret Rare,#LC5D-EN074,$11.00,$16.02,57,0
Sky Striker Ace - Kaina,Prismatic Secret Rare,#MP20-EN023,$1.25,$2.69,67,0
The Winged Dragon of Ra (Alternate Art),Ultra Rare,#LED7-EN000,$17.00,$17.69,37,0
Firewall Guardian,Common / Short Print,#DANE-EN001,$0.95,$1.36,101,0
Zombyra the Dark,Ultra Rare,#LART-EN059,$4.99,$6.99,14,0
Blue-Eyes Alternative White Dragon,Ultra Rare,#LDS2-EN008,$9.75,$12.90,44,5
Archlord Kristya,Super Rare,#DESO-EN050,$1.49,$2.66,46,4
Vision HERO Faris,Secret Rare,#BLHR-EN010,$5.00,$8.17,67,0
Dimensional Barrier,Secret Rare,#INOV-EN078,$7.00,$10.14,91,40
El Shaddoll Winda,Secret Rare,#SHVA-EN049,$1.99,$3.34,103,0
Return of the Dragon Lords,Secret Rare,#LCKC-EN074,$5.00,$7.95,86,0
Dupe Frog,Super Rare,#OP03-EN005,$9.99,$12.84,74,0
Herald of Perfection,,,$6.01,$13.35,64,0
PSY-Framelord Omega,Secret Rare,#BLLR-EN061,$2.00,$6.18,79,16
Icejade Kosmochlor,Secret Rare,#BACH-EN006,$1.46,$2.85,108,0
Upstart Goblin,Rare,#MGED-EN146,$0.50,$0.92,116,0
Solemn Strike,Secret Rare,#MP16-EN231,$1.85,$4.01,131,10
Breaker the Magical Warrior,Secret Rare,#MC2-EN002,$5.59,$18.44,41,0
Rainbow Neos (Ghost Rare),Ghost Rare,#PTDN-EN044,$39.98,$110.61,65,0
Eternal Soul,Secret Rare,#LDK2-ENS06,$0.50,$2.10,109,0
Number 101: Silent Honor ARK (UTR),Ultimate Rare,#LVAL-EN047,$14.98,$22.12,63,0
Effect Veiler,Super Rare,#ORCS-ENSE1,$1.94,$3.64,72,33
Garden Rose Maiden,Secret Rare,#LDS2-EN113,$6.00,$6.75,54,0
Puppet King,Secret Rare,#CRMS-EN093,$18.00,$5.51,9,0
Red-Eyes Flare Metal Dragon (UTR),Ultimate Rare,#CORE-EN054,$29.99,$47.15,73,0
Traptrix Rafflesia,Ultimate Rare,#OP13-EN003,$23.90,$25.34,47,6
Consecrated Light,Super Rare,#AP04-EN006,$6.00,$8.66,33,0
PSY-Framegear Gamma,Rare,#TOCH-EN036,$0.87,$1.27,155,8
Dark Simorgh,Secret Rare,#SOVR-EN092,$14.59,$20.53,55,0
Summoned Skull,Ultra Rare,#YAP1-EN003,$9.98,$21.83,70,9
Mermail Abyssmegalo,Secret Rare,#ABYR-EN020,$7.99,$16.36,41,0
Twin Twisters,Secret Rare,#SHVA-EN059,$2.18,$3.37,120,10
"Gaia Dragon, the Thunder Charger",Ultimate Rare,#AP07-EN001,$19.00,$36.31,24,0
Ancient Sacred Wyvern,Secret Rare,#LC5D-EN239,$17.50,$18.15,25,2
Emergency Teleport,Secret Rare,#LC5D-EN251,$7.99,$19.18,33,5
Masked HERO Dark Law,Super Rare,#SDHS-EN044,$0.66,$2.38,224,4
"Maxx ""C""",Gold Rare,#PGL3-EN042,$12.50,$16.30,70,10
Necro Gardna (UTR),Ultimate Rare,#TAEV-EN012,$8.00,$25.07,57,0
Imperial Bower,Ultra Rare,#KICO-EN003,$1.95,$3.66,101,0
Cyber Dragon (Secret Rare),Secret Rare,#SGX1-ENG01,$2.00,$2.20,70,0
Rescue Cat,Super Rare,#TU03-EN002,$52.93,$65.08,31,8
The Ultimate Creature of Destruction,Ultra Rare,#LDS2-EN030,$4.00,$4.78,51,0
Teardrop the Rikka Queen,Secret Rare,#SESL-EN022,$9.00,$13.00,72,0
Raigeki,Super Rare,#SDCH-EN021,$0.95,$2.03,134,60
Sky Striker Mecha - Eagle Booster,Super Rare,#DASA-EN035,$0.70,$1.32,92,0
Thestalos the Firestorm Monarch (UTR),Ultimate Rare,#RDS-EN021,$17.95,$53.99,42,0
Gladiator Beast Heraklinos,Secret Rare,#GLAS-EN044,$50.00,$64.69,32,0
Transcendosaurus Gigantozowler,Super Rare,#WISU-EN003,$0.02,$0.29,144,0
Elemental HERO Prisma,Common / Short Print,#LCGX-EN033,$4.99,$8.98,79,5
Reinforcement of the Army (Secret),Secret Rare,#SBCB-EN160,$15.80,$15.33,27,0
Abomination's Prison,Secret Rare,#CHIM-EN054,$8.00,$10.06,55,0
Evil HERO Malicious Edge (UTR),Ultimate Rare,#GLAS-EN003,$27.50,$80.32,11,0
Threatening Roar,Super Rare,#CP07-EN003  ,$40.00,$80.27,18,0
Avenging Knight Parshath,Secret Rare,#TDGS-EN000,$19.98,$29.18,37,0
Scarlight Red Dragon Archfiend (Ghost Rare),Ghost Rare,#DOCS-EN046,$52.00,$80.09,40,0
Duel Academy (CR),Collector's Rare,#MAZE-EN013,$12.95,$13.92,44,0
Raigeki Break,Super Rare,#LCYW-EN286,$6.02,$7.79,57,0
Mermail Abyssgaios (UTR),Ultimate Rare,#ABYR-EN046,$15.58,$22.79,37,0
Infernoble Knight - Renaud,Ultra Rare,#TOCH-EN011,$4.50,$7.24,98,0
Adamancipator Researcher,Secret Rare,#SESL-EN002,$9.99,$12.24,36,0
"Ghost Wyvern, the Underworld Dragon",Ultra Rare,#BLMR-EN025,$0.05,$0.18,151,1
Elemental HERO Grand Neos,Secret Rare,#CT04-EN001,$2.90,$7.75,85,0
Book of Moon,Secret Rare,#LCJW-EN288,$4.45,$10.24,45,78
Number 92: Heart-eartH Dragon (Ghost Rare),Ghost Rare,#CBLZ-EN045,$38.90,$45.23,69,0
Reinforcement of the Army,Parallel Rare,#HL06-EN004,$14.47,$19.78,46,18
Pyramid Turtle,Super Rare,#CP02-EN004,$89.98,$158.19,14,0
Primal Being Token,Super Rare,#OP12-EN026,$3.99,$5.18,39,0
Lightning Chidori,Gold Rare,#PGL3-EN070,$3.75,$3.67,39,0
Cyber Dragon,Secret Rare,#CT03-EN002,$1.99,$11.26,124,49
Petiteranodon,Ultra Rare,#SR04-EN000,$0.99,$1.86,167,2
Monster Reborn,Ultra Rare,#LOB-118,$2.74,$11.21,114,72
Libromancer First Appearance,Ultra Rare,#BACH-EN090,$0.98,$2.68,117,0
"Bahalutiya, the Grand Radiance (Starlight Rare)",Starlight Rare,#LIOV-EN023,$52.20,$52.26,14,0
Number 4: Stealth Kragen,Secret Rare,#BROL-EN030,$0.48,$1.04,166,0
Dark Magician,Premium Gold Rare,#MAGO-EN002,$4.00,$7.82,88,437
Tribe-Infecting Virus,Common / Short Print,#SD4-EN007,$2.99,$8.23,60,0
Shining Angel,Secret Rare,#LCYW-EN236,$5.49,$7.61,56,0
Gaia the Dragon Champion,Secret Rare,#LOB-125,$2.50,$7.61,114,3
Sky Striker Mobilize - Engage!,Secret Rare,#BLHR-EN090,$3.00,$4.16,83,6
Polymerization,Common / Short Print,#LEHD-ENA22,$0.30,$1.42,113,48
Thunder Dragondark,Prismatic Secret Rare,#MP19-EN167,$6.94,$6.91,69,0
Sage of Benevolence - Ciela,Ultra Rare,#BLMR-EN051,$0.04,$0.16,154,1
Master of OZ (UTR),Ultimate Rare,#SOD-EN035,$7.97,$44.33,66,0
Dogmatika Punishment,Common / Short Print,#ROTD-EN070,$0.75,$1.12,103,2
Mezuki,Secret Rare,#PP02-EN016,$6.25,$19.39,70,0
Superancient Deepsea King Coelacanth (UTR),Ultimate Rare,#PTDN-EN034,$10.98,$34.45,149,0
Mezuki,Ultra Rare,#MAMA-EN050,$0.31,$0.62,161,0
Albion the Branded Dragon,Prismatic Secret Rare,#MP22-EN076,$0.44,$0.88,177,6
Zombie World,Ultra Rare,#GFP2-EN154,$0.15,$1.07,241,6
Galaxy-Eyes Photon Dragon,Ultra Rare,#LDS2-EN047,$3.27,$4.90,34,3
Deck Devastation Virus,Ultra Rare,#LCKC-EN047,$1.20,$2.57,87,0
Volcanic Rocket,Secret Rare,#FOTB-EN000,$37.91,$61.59,19,2
Branded Regained,Super Rare,#DABL-EN053,$0.35,$0.83,148,0
Dimension Fusion,Ultra Rare,#IOC-EN094,$20.17,$23.68,20,0
Skill Drain,Ultra Rare,#LART-EN012,$9.98,$13.38,51,42
Blue-Eyes White Dragon (Duel Terminal),Duel Terminal Technology Ultra Rare,#HAC1-EN001,$0.20,$0.66,147,0
Kozmo Dark Eclipser,Secret Rare,#BOSH-EN085,$10.66,$10.25,29,0
Terraforming,Secret Rare,#LCKC-EN090,$5.00,$9.04,132,56
Sky Striker Airspace - Area Zero,Common / Short Print,#MP19-EN269,$2.58,$1.92,31,0
Ghost Mourner & Moonlit Chill (Starlight Rare),Starlight Rare,#ETCO-EN036,$249.99,$306.97,24,0
Sky Striker Ace - Hayate,Prismatic Secret Rare,#MP19-EN109,$2.00,$3.23,26,0
Offerings to the Doomed,Ultra Rare,#LART-EN017,$2.95,$4.32,46,0
Traptrix Dionaea,Gold Rare,#PGL2-EN041,$3.00,$6.52,94,2
A Hero Lives (UTR),Ultimate Rare,#GENF-EN098,$62.00,$102.13,71,0
Serpent Night Dragon,Secret Rare,#MRL-103,$0.95,$10.21,190,3
Elemental Hero Grand Neos,Ultimate Rare,#STON-EN035,$89.99,$306.04,19,0
Mudragon of the Swamp,Ultra Rare,#CT15-EN005,$0.57,$1.69,141,0
Mitsu the Insect Ninja,Ultra Rare,#DABL-EN016,$0.70,$1.49,164,0
Spright Carrot,Ultra Rare,#BLMR-EN067,$0.10,$0.16,148,1
Star Eater (Ghost Rare),Ghost Rare,#JOTL-EN047,$24.99,$38.12,79,0
Power Tool Dragon,Secret Rare,#HAC1-EN177,$2.04,$2.31,53,0
"Ghost Sleeper, the Underworld Princess",Ultra Rare,#BLMR-EN024,$0.06,$0.19,161,1
Enemy Controller,Rare,#WISU-EN052,$0.02,$0.16,167,0
Pot of Extravagance,Ultra Rare,#TOCH-EN059,$3.49,$6.34,73,6
Galaxy-Eyes Cipher X Dragon,Ultra Rare,#GFTP-EN011,$2.19,$3.49,63,0
Destiny HERO - Dark Angel,Secret Rare,#DESO-EN005,$5.00,$7.05,46,0
Necrovalley,Ultra Rare,#LCYW-EN194,$5.24,$6.73,104,14
Number 41: Bagooska the Terribly Tired Tapir,Ultra Rare,#AC18-EN021,$3.99,$4.73,25,12
"Rilliona, the Magistus of Verre (CR)",Collector's Rare,#GEIM-EN003,$18.47,$21.60,42,0
Gagaga Cowboy,Ultimate Rare,#AP05-EN002,$54.50,$75.52,34,4
Kuriboh,Secret Rare,#FL1-EN003,$1.00,$10.41,84,24
Naturia Beast,Secret Rare,#HA02-EN026,$6.98,$16.77,84,9
Neo Galaxy-Eyes Photon Dragon (Ghost Rare),Ghost Rare,#GAOV-EN041,$24.99,$50.24,84,0
The Winged Dragon of Ra (Secret Pharaoh's Rare),Secret Pharaoh’s Rare,#KICO-EN065,$140.59,$150.35,30,0
Toon Kingdom,Ultimate Rare,#OP14-EN002,$20.00,$33.38,62,8
Madolche Magileine,Ultra Rare,#DUOV-EN068,$2.49,$3.23,45,0
Number 41: Bagooska the Terribly Tired Tapir,Super Rare,#CIBR-EN097,$2.80,$3.23,43,12
Cyber Dragon Infinity,Ultra Rare,#LEDD-ENB31,$2.80,$4.48,99,10
Icarus Attack,Super Rare,#DR04-EN235,$99.41,$300.00,6,0
Night Assailant,Super Rare,#CP01-EN005,$225.00,$300.00,25,0
Armed Dragon LV7 (UTR),Ultimate Rare,#SOD-EN015,$43.18,$299.98,41,0
Gil Garth,Secret Rare,#GLAS-EN091,$340.00,$299.95,8,0
Cosmic Cyclone,Rare,#TAMA-EN053,$0.10,$0.28,319,70
Red-Eyes Black Dragon,Premium Gold Rare,#MAGO-EN003,$1.99,$3.70,117,0
"Lumina, Lightsworn Summoner",Super Rare,#CP08-EN005,$263.49,$298.96,4,0
Inzektor Hornet (CR),Collector's Rare,#GRCR-EN038,$19.92,$17.58,31,0
Supreme King Dragon Darkwurm,Secret Rare,#BLRR-EN063,$1.99,$7.86,53,0
Left Arm of the Forbidden One,Ultra Rare,#LART-EN005,$13.95,$15.72,39,0
Blackwing - Kalut the Moon Shadow,Ultra Rare,#LC5D-EN115,$14.90,$29.86,34,0
Aussa the Earth Channeler (Starlight Rare),Starlight Rare,#POTE-EN032,$59.85,$59.61,53,0
Branded in Red,Rare,#MP22-EN219,$0.90,$1.30,125,12
Mystic Tomato,Secret Rare,#LCYW-EN239,$4.35,$6.92,34,0
Monk of the Tenyi,Rare,#RIRA-EN043,$1.00,$1.48,104,0
Exosister Mikailis (CR),Collector's Rare,#GRCR-EN017,$39.00,$49.52,38,0
Gallant Granite,Prismatic Secret Rare,#MP20-EN167,$1.75,$2.65,76,2
Destiny HERO - Malicious,Ultra Rare,#DP05-EN011,$8.33,$29.65,50,0
Exodia Necross,Secret Rare,#MC2-EN003,$7.97,$32.94,44,0
Mekk-Knight Crusadia Avramax,Secret Rare,#DANE-EN047,$5.96,$7.59,131,0
Pre-Preparation of Rites,Rare,#WISU-EN056,$0.10,$0.21,131,12
Spellbook of Secrets,Ultimate Rare,#REDU-EN057,$22.99,$36.85,81,0
Pot of Avarice,Super Rare,#EEN-EN037,$0.89,$6.55,120,0
Kelbek the Ancient Vanguard,Ultra Rare,#MAMA-EN027,$0.42,$0.95,281,0
Kycoo the Ghost Destroyer,Secret Rare,#LCYW-EN242,$4.00,$7.75,58,0
Gate Guardian,Secret Rare,#MRD-EN000,$6.66,$6.54,48,0
Leviair the Sea Dragon (UTR),Ultimate Rare,#GENF-EN043,$19.00,$24.48,103,0
Miracle Fusion,Super Rare,#DR04-EN039,$40.00,$73.37,15,2
Graceful Charity,Secret Rare,#LCYW-EN064,$15.00,$36.67,49,0
Totem Dragon,Super Rare,#CRMS-EN085,$8.98,$29.31,59,0
Thunder King Rai-Oh,Common / Short Print,#LCGX-EN203,$7.26,$9.45,58,0
Splash Mage,Ultra Rare,#GFTP-EN106,$1.49,$1.94,66,0
Dark Magician,Secret Rare,#CT14-EN001,$3.50,$4.01,88,437
Toon Harpie Lady (CR),Collector's Rare,#TOCH-EN002,$24.19,$24.37,30,0
Marincess Coral Anemone,Secret Rare,#RIRA-EN041,$8.00,$8.12,34,0
Red-Eyes Flare Metal Dragon (Ghost Rare),Ghost Rare,#CORE-EN054,$62.98,$97.43,75,0
Pot of Duality,Super Rare,#CT08-EN008,$1.25,$2.81,97,7
The Seal of Orichalcos (Secret Pharaoh's Rare),Secret Pharaoh’s Rare,#MAMA-EN111,$58.35,$58.32,29,0
"Rafale, Champion Fur Hire",Common / Short Print,#MP19-EN253,$1.15,$1.45,28,0
Wandering Gryphon Rider,Super Rare,#GRCR-EN028,$0.11,$0.42,212,0
Solemn Strike,Rare,#GRCR-EN059,$0.01,$0.34,288,10
Destrudo the Lost Dragon's Frisson,Super Rare,#OP07-EN007,$6.58,$8.08,46,0
Galaxy-Eyes Afterglow Dragon,Secret Rare,#LDS2-EN052,$3.99,$5.81,79,2
Toon Page-Flip,Secret Rare,#BLCR-EN068,$0.75,$1.06,205,0
Messenger of Peace,Super Rare,#MRL-102,$0.99,$4.76,190,0
Firewall Dragon (Ghost Rare),Ghost Rare,#GFTP-EN131,$41.00,$57.99,32,0
Spright Smashers,Ultra Rare,#BLMR-EN098,$0.03,$0.16,178,1
Legendary Dragon of White,Prismatic Secret Rare,#WSUP-EN051,$28.00,$36.23,32,0
Lightning Storm (Secret Pharaoh's Rare),Secret Pharaoh’s Rare,#MAMA-EN089,$49.98,$57.96,34,0
Runick Flashing Fire,Super Rare,#TAMA-EN030,$0.04,$0.36,183,0
Book of Moon,Secret Rare,#LCYW-EN270,$5.00,$8.77,44,78
Obelisk the Tormentor (Secret Pharaoh's Rare),Secret Pharaoh’s Rare,#KICO-EN064,$115.81,$144.65,32,0
Steelswarm Roach,Super Rare,#CT09-EN021,$2.49,$4.82,101,0
Swordsoul Strategist Longyuan,Ultra Rare,#MAMA-EN036,$0.45,$0.68,172,0
Blue-Eyes White Dragon (Dark Duel Stories),Secret Rare,#DDS-001,$499.97,$288.97,25,0
Number 38: Hope Harbinger Dragon Titanic Galaxy,Gold Secret Rare,#PGL3-EN008,$6.32,$6.56,51,0
"Sillva, Warlord of Dark World",Secret Rare,#LCJW-EN245,$5.23,$6.40,74,0
Fossil Dig,Ultra Rare,#BROL-EN089,$0.07,$0.46,211,6
Fire Flint Lady,Ultra Rare,#BLAR-EN034,$0.97,$1.43,101,0
Scrap Raptor,Ultra Rare,#MP22-EN067,$0.14,$0.60,162,3
Slifer the Sky Dragon (Ultra Rare),Ultra Rare,#GBI-001,$5.99,$35.92,61,0
Coral Dragon,Secret Rare,#TDIL-EN051,$9.50,$13.68,70,0
Hyper Galaxy (CR),Collector's Rare,#KICO-EN021,$12.23,$13.65,37,0
Pot of Duality,Secret Rare,#DREV-EN062,$28.00,$57.25,58,7
Compulsory Evacuation Device,Secret Rare,#LCJW-EN295,$2.99,$5.02,58,0
Crush Card Virus,Ultimate Rare,#DPKB-EN039,$21.94,$25.98,72,2
Power Tool Dragon,Secret Rare,#CT06-EN001,$0.76,$6.48,102,0
Phoenix Wing Wind Blast,Super Rare,#CP06-EN004,$79.95,$94.97,30,0
Chimeratech Fortress Dragon,Ultra Rare,#GFP2-EN123,$0.45,$0.80,156,5
Left Arm of the Forbidden One,Ultra Rare,#YGLD-ENA21,$2.99,$4.91,61,0
Fluffal Penguin,Super Rare,#FUEN-EN015,$2.00,$2.29,70,0
Scareclaw Arrival,Super Rare,#DIFO-EN059,$0.47,$0.83,130,0
Junk Archer,Ultra Rare,#DP09-EN016,$7.00,$25.78,63,2
Dark Magic Curtain,Ultra Rare,#STP4-EN003,$40.00,$94.50,12,0
Dust Tornado,Super Rare,#PSV-011,$0.78,$5.45,138,0
"Number 23: Lancelot, Dark Knight of the Underworld",Super Rare,#BOSH-ENSE2,$2.67,$3.54,73,0
Dimensional Prison,Common / Short Print,#OP13-EN023,$2.24,$2.67,20,0
Danger! Mothman!,Prismatic Secret Rare,#MP19-EN219,$1.89,$3.01,99,0
Dark Magician,Ultra Rare,#LOB-EN005,$21.27,$28.29,30,437
Firewall Dragon,Ultimate Rare,#OP16-EN002,$15.96,$28.27,63,3
D.D. Assailant,Secret Rare,#DR04-EN244,$202.94,$282.49,21,0
Gold Pride - Star Leon,Ultra Rare,#PHHY-EN089,$0.49,$1.07,158,0
Reinforcement of the Army,Ultra Rare,#LCJW-EN286,$5.00,$6.14,47,18
Necrovalley,Common / Short Print,#SDMA-EN025,$1.66,$2.91,121,14
Frightfur Kraken,Secret Rare,#FUEN-EN020,$5.88,$7.84,66,0
Crystal Wing Synchro Dragon,Secret Rare,#SHVI-EN049,$9.00,$12.26,55,0
Chaos Sorcerer,Super Rare,#LCYW-EN248,$4.49,$8.54,56,5
Double Evolution Pill,Secret Rare,#BLLR-EN028,$3.35,$4.54,65,3
Danger!? Tsuchinoko?,Secret Rare,#SOFU-EN085,$6.48,$7.21,108,0
"Whitebeard, the Plunder Patroll Helm",Ultra Rare,#GFP2-EN091,$0.80,$1.19,128,0
Galaxy-Eyes Photon Dragon,Secret Rare,#CT08-EN003,$2.20,$7.19,75,3
Rikka Sheet,Secret Rare,#SESL-EN026,$1.10,$2.14,61,0
Swap Frog,Ultimate Rare,#OP03-EN001,$150.00,$139.74,27,4
Time Thief Redoer,Ultra Rare,#GFTP-EN064,$0.99,$2.27,90,28
Return from the Different Dimension,Super Rare,#DPKB-EN038,$3.99,$6.97,92,0
Glow-Up Bulb (UTR),Ultimate Rare,#STBL-EN018,$37.99,$92.82,26,0
"Karakuri Shogun mdl 00 ""Burei"" (UTR)",Ultimate Rare,#STBL-EN043,$17.00,$27.84,40,0
Protection of the Elements,Ultra Rare,#BLMR-EN038,$0.05,$0.16,158,1
Toon Table of Contents,Super Rare,#DASA-EN043,$1.99,$2.46,82,3
Toon Bookmark,Secret Rare,#BLCR-EN067,$0.49,$1.24,214,2
Light and Darkness Dragon,Secret Rare,#RP02-EN095,$147.75,$277.31,12,0
Timelord Progenitor Vorpgate,Ultra Rare,#YA06-EN001,$14.94,$15.40,19,0
Blue-Eyes Toon Dragon (SRL-000),Secret Rare,#SRL-000,$17.88,$39.57,40,0
Dimensional Fissure,Common / Short Print,#EOJ-EN047,$0.98,$5.65,233,8
Trap Trick (CR),Collector's Rare,#TAMA-EN045,$23.18,$30.75,56,0
Gatling Dragon (UTR),Ultimate Rare,#FET-EN035,$32.00,$69.18,55,0
Zoa,Prismatic Secret Rare,#TFK-001,$2.00,$12.03,47,1
Turbo Cannon,Super Rare,#ANPR-EN041,$3.99,$8.64,61,0
Odd-Eyes Rebellion Xyz Dragon,Ultra Rare,#BLMR-EN005,$0.14,$0.21,141,1
Cyber Dragon Infinity,Ultra Rare,#DUOV-EN059,$2.88,$3.41,76,10
Fiendish Chain,Ultimate Rare,#AP08-EN003,$49.89,$45.96,25,2
Divine Dragon Knight Felgrand (Ghost Rare),Ghost Rare,#SHSP-EN056,$20.00,$34.45,65,0
Thunder Dragon,Ultra Rare,#LCKC-EN067,$3.97,$5.29,101,20
The Winged Dragon of Ra (25th Anniversary Edition),Ultra Rare,#LC01-EN003,$0.10,$0.65,191,0
Photon Vanisher,Ultra Rare,#BLMR-EN058,$0.05,$0.19,158,2
Droll & Lock Bird,Common / Short Print,#SR08-EN021,$2.99,$3.23,38,28
Black Whirlwind,Ultra Rare,#BLAR-EN060,$0.66,$1.06,110,0
Colossal Fighter (SR),Super Rare,#5DS1-EN043,$0.89,$3.05,158,0
Harpie's Pet Dragon - Fearsome Fire Blast,Secret Rare,#LDS3-EN138,$1.00,$1.49,139,0
Number 65: Djinn Buster,Ultra Rare,#BLMR-EN079,$0.10,$0.16,146,2
Cyber Dragon,Secret Rare,#RYMP-EN059,$3.50,$8.56,104,49
Elemental Hero Aqua Neos,Rare,#DP03-EN012,$2.50,$9.13,141,0
Gozuki,Common / Short Print,#SR07-EN013,$2.24,$4.72,56,0
Pot of Greed (Quarter Century Secret Rare),Common / Short Print,#SR07-EN013,$82.28,$91.19,4,0
The Winged Dragon of Ra - Immortal Phoenix,Ultra Rare,#DUPO-EN046,$2.40,$3.33,82,0
Evil HERO Adusted Gold,Secret Rare,#BROL-EN068,$2.45,$3.90,134,0
Power Bond (UTR),Ultimate Rare,#CRV-EN037,$79.99,$272.95,35,0
Inferno Fire Blast (UTR),Ultimate Rare,#SOD-EN042,$29.99,$136.45,39,0
Deep Sea Diva,Super Rare,#OP13-EN004,$3.25,$4.40,51,4
Tenyi Spirit - Adhara,Ultra Rare,#GFP2-EN083,$0.19,$0.80,206,0
Elemental HERO Sparkman,Secret Rare,#EHC2-EN001,$30.97,$90.88,45,0
Tri-Brigade Ferrijit the Barren Blossom,Prismatic Secret Rare,#MP21-EN196,$0.74,$1.20,162,0
Dinowrestler Pankratops,Ultra Rare,#DUDE-EN036,$0.19,$0.69,160,3
Magicalized Fusion,Prismatic Secret Rare,#MP20-EN245,$1.87,$2.86,68,0
Blackwing - Silverwind the Ascendant,Rare,#DP11-EN015,$2.99,$4.38,78,0
Sky Striker Ace - Roze,Prismatic Secret Rare,#MP21-EN005,$0.65,$0.85,147,0
"Brionac, Dragon of the Ice Barrier",Ultra Rare,#DUDE-EN008,$0.20,$0.33,191,0
Runick Destruction,Super Rare,#TAMA-EN031,$0.17,$0.35,197,0
Beta the Magnet Warrior,Secret Rare,#DOR-002,$0.70,$6.44,142,0
Megalosmasher X,Common / Short Print,#SR04-EN003,$0.20,$0.85,63,0
Lava Golem,Ultra Rare,#IOC-SE4,$3.24,$11.26,99,8
Destiny HERO - Malicious (UR),Ultra Rare,#LEHD-ENA04,$0.50,$1.45,105,0
Sanga of the Thunder (Secret Rare),Secret Rare,#SGX2-END07,$0.95,$1.81,70,0
Madolche Puddingcess (UTR),Ultimate Rare,#REDU-EN026,$22.00,$29.96,69,0
Blue-Eyes White Dragon (JMP-001),Ultra Rare,#JMP-001,$1.49,$17.96,79,0
Sky Striker Mecha - Hornet Drones,Super Rare,#DASA-EN033,$1.20,$1.48,68,0
Magical Meltdown,Secret Rare,#FUEN-EN034,$1.50,$3.96,98,0
Elemental HERO Burstinatrix,Secret Rare,#EHC1-EN002,$16.99,$89.75,43,0
Solemn Judgment,Ultra Rare,#LART-EN014,$9.00,$12.82,52,72
Ukiyoe-P.U.N.K. Rising Carp,Ultra Rare,#BLMR-EN072,$0.04,$0.18,177,1
Jinzo (Secret),Secret Rare,#SBCB-EN147,$5.99,$12.23,24,0
Red-Eyes B. Dragon,Prismatic Secret Rare,#PCJ-EN001,$12.93,$53.71,66,0
Performapal Odd-Eyes Synchron,Secret Rare,#BLLR-EN004,$2.00,$4.47,109,1
Pinpoint Landing,Secret Rare,#CYHO-EN081,$0.75,$1.55,83,0
"Aron, the Ogdoadic King",Ultra Rare,#ANGU-EN007,$1.22,$2.46,60,0
Shiba-Warrior Taro,Ultra Rare,#YAP1-EN008,$6.90,$24.36,91,0
Fog King,Ultimate Rare,#OP02-EN001,$27.95,$44.65,37,0
Pot of Greed,Secret Rare,#LCJW-EN061,$9.95,$14.09,50,77
Noh-P.U.N.K. Deer Note,Ultra Rare,#DIFO-EN022,$0.65,$1.51,139,1
Right Arm of the Forbidden One,Ultra Rare,#LART-EN006,$12.38,$15.69,45,0
Numbers Last Hope,Ultra Rare,#BLMR-EN004,$0.10,$0.17,132,1
Cosmic Cyclone (Secret),Secret Rare,#SBCB-EN142,$6.88,$6.83,33,0
"Dingirsu, the Orcust of the Evening Star",Ultra Rare,#DANE-EN038,$8.95,$14.01,82,0
King of the Swamp,Super Rare,#HL1-EN006,$55.51,$88.69,16,12
Divine Dragon Knight Felgrand,Secret Rare,#MP14-EN166,$12.50,$12.66,42,0
Sky Striker Mobilize - Engage!,Ultra Rare,#MAMA-EN009,$0.25,$0.63,203,6
Tri-Brigade Shuraig the Ominous Omen,Secret Rare,#PHRA-EN048,$3.47,$4.42,87,2
Parlor Dragonmaid,Super Rare,#MYFI-EN020,$3.60,$6.63,36,2
Mathmech Equation,Secret Rare,#MYFI-EN010,$2.74,$3.84,78,2
Buster Blader,Ultra Rare,#PSV-050,$0.80,$9.45,155,15
